,Photo Date,Photo ID ,Photographed By,Date Plated,Plated By,"Date of Trial
303,2/20/18,175 5304,,10/23/17,,,,JS,11,4,,M,T,10-3,6,14,20,,TY,FW,FW,,,0.0,spore,vegetative,,,
305,2/20/18,175 5305,,10/23/17,,,,JS,11,4,,M,T,10-4,0,25,25,,TY,FW,FW,,,0.0,spore,vegetative,,,
307,2/20/18,175 5306,,10/23/17,,,,JS,11,5,,M,T,10-2,0,472,472,,TY,FW,FW,,,0.0,spore,vegetative,,,
309,2/20/18,175 5307,,10/23/17,,,,JS,11,5,,M,T,10-3,0,21,21,,TY,FW,FW,,,0.0,spore,vegetative,,,contaminated
311,2/20/18,175 5308,,10/23/17,,,,JS,11,5,,M,T,10-4,6,48,54,,TY,FW,FW,,,0.0,spore,vegetative,,,contaminated
313,2/20/18,175 5309,,10/23/17,,,,JS,11,6,,M,T,10-2,588,0,588,,TY,FW,FW,,,0.0,spore,vegetative,,,contaminated
315,2/20/18,175 5310,,10/23/17,,,,JS,11,6,,M,T,10-3,0,11,11,,TY,FW,FW,,,0.0,spore,vegetative,,,contaminated
317,2/20/18,175 5311,,10/23/17,,,,JS,11,6,,M,T,10-4,0,5,5,,TY,FW,FW,,,0.0,spore,vegetative,,,contaminated
319,2/20/18,175 5379,,,,,,MY,11,1,,F,T,10-2,0,7,7,,BH,,FW,,,0.0,spore,vegetative,,,
321,2/20/18,175 5380,,,,,,MY,11,1,,F,T,10-3,0,20,20,,BH,,FW,,,0.0,spore,vegetative,,,contaminated
323,2/20/18,175 5381,,,,,,MY,11,1,,F,T,10-4,0,0,0,,BH,,FW,,,0.0,spore,vegetative,,,
325,2/20/18,175 5382,,,,,,MY,11,2,,F,T,10-2,NC,NC,#VALUE!,,,,FW,,,0.0,spore,vegetative,,,
327,2/20/18,175 5383,,,,,,MY,11,2,,F,T,10-3,0,0,0,,BH,,FW,,,0.0,spore,vegetative,,,
329,2/20/18,175 5384,,,,,,MY,11,2,,F,T,10-4,0,0,0,,BH,,FW,,,0.0,spore,vegetative,,,
331,2/20/18,175 5385,,,,,,MY,11,3,,F,T,10-2,0,15,15,,BH,,FW,,,0.0,spore,vegetative,,,contaminated
333,2/20/18,175 5386,,,,,,MY,11,3,,F,T,10-3,0,4,4,,BH,,FW,,,0.0,spore,vegetative,,,contaminated
335,2/20/18,175 5387,,,,,,MY,11,3,,F,T,10-4,0,0,0,,BH,,FW,,,0.0,spore,vegetative,,,contaminated
337,2/20/18,175 5406,,,,,,MY,11,4,,F,T,10-2,1,0,1,,KC,CK,FW,,,0.0,spore,vegetative,,,contaminated
339,2/20/18,175 5407,,,,,,MY,11,4,,F,T,10-3,0,0,0,,KC,CK,FW,,,0.0,spore,vegetative,,,contaminated
341,2/20/18,175 5408,,,,,,MY,11,4,,F,T,10-4,0,0,0,,KC,CK,FW,,,0.0,spore,vegetative,,,
343,2/20/18,175 5409,,,,,,MY,11,5,,F,T,10-2,0,2,2,,KC,CK,FW,,,0.0,spore,vegetative,,,
345,2/20/18,175 5410,,,,,,MY,11,5,,F,T,10-3,0,0,0,,KC,CK,FW,,,0.0,spore,vegetative,,,contaminated
347,2/20/18,175 5411,,,,,,MY,11,5,,F,T,10-4,0,0,0,,KC,CK,FW,,,0.0,spore,vegetative,,,
349,2/20/18,175 5412,,,,,,MY,11,6,,F,T,10-2,1,32,33,,KC,CK,FW,,,0.0,spore,vegetative,,,contaminated
351,2/20/18,175 5413,,,,,,MY,11,6,,F,T,10-3,0,2,2,,KC,CK,FW,,,0.0,spore,vegetative,,,contaminated
353,2/20/18,175 5414,,,,,,MY,11,6,,F,T,10-4,0,2,2,,KC,CK,FW,,,0.0,spore,vegetative,,,contaminated
355,,,,,,,,MY,11,1,,M,T,10-2,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
357,,,,,,,,MY,11,1,,M,T,10-3,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
359,,,,,,,,MY,11,1,,M,T,10-4,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
361,,,,,,,,MY,11,2,,M,T,10-2,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
363,,,,,,,,MY,11,2,,M,T,10-3,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
365,,,,,,,,MY,11,2,,M,T,10-4,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
367,,,,,,,,MY,11,3,,M,T,10-2,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
369,,,,,,,,MY,11,3,,M,T,10-3,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
371,,,,,,,,MY,11,3,,M,T,10-4,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
373,2/15/18,174 5268,,10/23/17,,,,MY,11,4,,M,T,10-2,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
375,2/15/18,174 5269,,10/23/17,,,,MY,11,4,,M,T,10-3,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
377,2/15/18,174 5272,,10/23/17,,,,MY,11,4,,M,T,10-4,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
379,2/15/18,174 5265,,10/23/17,,,,MY,11,5,,M,T,10-2,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
381,2/15/18,174 5266,,10/23/17,,,,MY,11,5,,M,T,10-3,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
383,2/15/18,174 5267,,10/23/17,,,,MY,11,5,,M,T,10-4,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
385,2/15/18,174 5262,,10/23/17,,,,MY,11,6,,M,T,10-2,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
387,2/15/18,174 5263,,10/23/17,,,,MY,11,6,,M,T,10-3,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
389,2/15/18,174 5264,,10/23/17,,,,MY,11,6,,M,T,10-4,nan,nan,0,,,,,,,0.0,spore,vegetative,,,
391,3/20/18,178 5556,,10/4/17,,,,WE,11,1,,F,GOT,10-3,0,0,0,,MR,,FW,,,,spore,vegetative,,,contaminated
393,3/20/18,178 5555,,10/4/17,,,,WE,11,1,,F,GOT,10-4,0,0,0,,MR,,FW,,,,spore,vegetative,,,contaminated
395,3/20/18,178 5546,,10/4/17,,,,WE,11,1,,F,GOT,10-5,0,0,0,,MR,,FW,,,,spore,vegetative,,,
397,3/20/18,178 5547,,10/4/17,,,,WE,11,2,,F,GOT,10-3,0,0,0,,MR,,FW,,,,spore,vegetative,,,
399,3/20/18,178 5548,,10/4/17,,,,WE,11,2,,F,GOT,10-4,0,0,0,,MR,,FW,,,,spore,vegetative,,,
401,3/20/18,178 5549,,10/4/17,,,,WE,11,2,,F,GOT,10-5,0,0,0,,MR,,FW,,,,spore,vegetative,,,
403,3/20/18,178 5550,,10/4/17,,,,WE,11,3,,F,GOT,10-3,0,0,0,,MR,,FW,,,,spore,vegetative,,,
405,3/20/18,178 5551,,10/4/17,,,,WE,11,3,,F,GOT,10-4,0,0,0,,MR,,FW,,,,spore,vegetative,,,
407,3/20/18,178 5557,,10/4/17,,,,WE,11,3,,F,GOT,10-5,0,0,0,,MR,,FW,,,,spore,vegetative,,,
409,3/20/18,178 5558,,10/4/17,,,,WE,11,4,,F,GOT,10-3,0,0,0,,MR,,FW,,,,spore,vegetative,,,
411,3/20/18,178 5559,,10/4/17,,,,WE,11,4,,F,GOT,10-4,0,0,0,,MR,,FW,,,,spore,vegetative,,,
413,3/20/18,178 5560,,10/4/17,,,,WE,11,4,,F,GOT,10-5,0,0,0,,MR,,FW,,,,spore,vegetative,,,
415,3/20/18,178 5561,,10/4/17,,,,WE,11,5,,F,GOT,10-3,0,0,0,,MR,,FW,,,,spore,vegetative,,,
417,3/20/18,178 5552,,10/4/17,,,,WE,11,5,,F,GOT,10-4,0,0,0,,MR,,FW,,,,spore,vegetative,,,
419,3/20/18,178 5553,,10/4/17,,,,WE,11,5,,F,GOT,10-5,0,0,0,,MR,,FW,,,,spore,vegetative,,,
421,3/20/18,178 5554,,10/4/17,,,,WE,11,6,,F,GOT,10-3,0,0,0,,MR,,FW,,,,spore,vegetative,,,
423,3/20/18,178 5562,,10/4/17,,,,WE,11,6,,F,GOT,10-4,0,0,0,,MR,,FW,,,,spore,vegetative,,,
425,3/20/18,178 5563,,10/4/17,,,,WE,11,6,,F,GOT,10-5,0,0,0,,MR,,FW,,,,spore,vegetative,,,
427,2/20/18,175 5397,,10/4/17,,,,WE,11,1,,M,GOT,10-3,NC,NC,#VALUE!,,HP,FW,FW,,,,spore,vegetative,,,contaminated
429,2/20/18,175 5398,,10/4/17,,,,WE,11,1,,M,GOT,10-4,NC,NC,#VALUE!,,HP,FW,FW,,,,spore,vegetative,,,contaminated
431,2/20/18,175 5399,,10/4/17,,,,WE,11,1,,M,GOT,10-5,133,29,162,,HP,FW,FW,,,,spore,vegetative,,,contaminated
433,2/20/18,175 5400,,10/4/17,,,,WE,11,2,,M,GOT,10-3,NC,17,#VALUE!,,HP,FW,FW,,,,spore,vegetative,,,
435,2/20/18,175 5401,,10/4/17,,,,WE,11,2,,M,GOT,10-4,NC,28,#VALUE!,,HP,FW,FW,,,,spore,vegetative,,,
437,2/20/18,175 5402,,10/4/17,,,,WE,11,2,,M,GOT,10-5,385,52,437,,HP,FW,FW,,,,spore,vegetative,,,
439,2/20/18,175 5403,,10/4/17,,,,WE,11,3,,M,GOT,10-3,NC,25,#VALUE!,,HP,FW,FW,,,,spore,vegetative,,,
441,2/20/18,175 5404,,10/4/17,,,,WE,11,3,,M,GOT,10-4,NC,0,#VALUE!,,HP,FW,FW,,,,spore,vegetative,,,contaminated
443,2/20/18,175 5405,,10/4/17,,,,WE,11,3,,M,GOT,10-5,NC,NC,#VALUE!,,HP,FW,FW,,,,spore,vegetative,,,contaminated
445,2/15/18,174 5250,,10/26/17,KL,,,WE,11,4,,M,GOT,10-3,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
447,2/15/18,174 5251,,10/26/17,KL,,,WE,11,4,,M,GOT,10-4,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
449,2/15/18,174 5252,,10/26/17,KL,,,WE,11,4,,M,GOT,10-5,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
451,2/15/18,174 5247,,10/26/17,KL,,,WE,11,5,,M,GOT,10-3,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
453,2/15/18,174 5248,,10/26/17,KL,,,WE,11,5,,M,GOT,10-4,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
455,2/15/18,174 5249,,10/26/17,KL,,,WE,11,5,,M,GOT,10-5,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
457,2/15/18,174 5244,,10/26/17,KL,,,WE,11,6,,M,GOT,10-3,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
459,2/15/18,174 5245,,10/26/17,KL,,,WE,11,6,,M,GOT,10-4,1532,170,1702,,CK,FW,FW,,,,spore,vegetative,,,
461,2/15/18,174 5246,,10/26/17,,,,WE,11,6,,M,GOT,10-5,434,106,540,,CK,FW,FW,,,,spore,vegetative,,,
463,3/5/18,177 5536,,10/4/17,,,,WA,11,1,,F,GOT,10-3,359,290,649,,FP,FW,FW,,,,spore,vegetative,,,
465,3/5/18,177 5537,,10/4/17,,,,WA,11,1,,F,GOT,10-4,83,61,144,,FP,FW,FW,,,,spore,vegetative,,,
467,3/5/18,177 5538,,10/4/17,,,,WA,11,1,,F,GOT,10-5,11,9,20,,FP,FW,FW,,,,spore,vegetative,,,
469,3/5/18,177 5539,,10/4/17,,,,WA,11,2,,F,GOT,10-3,NC,NC,#VALUE!,,FP,FW,FW,,,,spore,vegetative,,,contaminated
471,3/5/18,177 5540,,10/4/17,,,,WA,11,2,,F,GOT,10-4,NC,NC,#VALUE!,,FP,FW,FW,,,,spore,vegetative,,,contaminated
473,3/5/18,177 5541,,10/4/17,,,,WA,11,2,,F,GOT,10-5,18,0,18,,FP,FW,FW,,,,spore,vegetative,,,contaminated
475,3/5/18,177 5542,,10/4/17,,,,WA,11,3,,F,GOT,10-3,345,739,1084,,FP,FW,FW,,,,spore,vegetative,,,contaminated
477,3/5/18,177 5543,,10/4/17,,,,WA,11,3,,F,GOT,10-4,53,138,191,,FP,FW,FW,,,,spore,vegetative,,,
479,3/5/18,177 5544,,10/4/17,,,,WA,11,3,,F,GOT,10-5,6,23,29,,FP,FW,FW,,,,spore,vegetative,,,
481,2/22/18,176 5501,,10/4/17,,,,WA,11,4,,F,GOT,10-3,713,59,772,,FP,FW,FW,,,,spore,vegetative,,,
483,2/22/18,176 5502,,10/4/17,,,,WA,11,4,,F,GOT,10-4,92,2,94,,FP,FW,FW,,,,spore,vegetative,,,
485,2/22/18,176 5503,,10/4/17,,,,WA,11,4,,F,GOT,10-5,13,1,14,,FP,FW,FW,,,,spore,vegetative,,,
487,2/22/18,176 5504,,10/4/17,,,,WA,11,5,,F,GOT,10-3,0,0,0,,FP,FW,FW,,,,spore,vegetative,,,
489,2/22/18,176 5505,,10/4/17,,,,WA,11,5,,F,GOT,10-4,0,0,0,,FP,FW,FW,,,,spore,vegetative,,,
491,2/22/18,176 5506,,10/4/17,,,,WA,11,5,,F,GOT,10-5,0,0,0,,FP,FW,FW,,,,spore,vegetative,,,
493,2/22/18,176 5507,,10/4/17,,,,WA,11,6,,F,GOT,10-3,NC,NC,#VALUE!,,FP,FW,FW,,,,spore,vegetative,,,
495,2/22/18,176 5508,,10/4/17,,,,WA,11,6,,F,GOT,10-4,175,43,218,,FP,FW,FW,,,,spore,vegetative,,,
497,2/22/18,176 5509,,10/4/17,,,,WA,11,6,,F,GOT,10-5,20,8,28,,FP,FW,FW,,,,spore,vegetative,,,
499,12/5/17,172 5117,,10/4/17,,,,WA,11,1,,M,GOT,10-3,1055,128,1183,,JC,FW,FW,,,,spore,vegetative,,,
501,12/5/17,172 5118,,10/4/17,,,,WA,11,1,,M,GOT,10-4,108,17,125,,JC,FW,FW,,,,spore,vegetative,,,
503,12/5/17,172 5119,,10/4/17,,,,WA,11,1,,M,GOT,10-5,56,3,59,,JC,FW,FW,,,,spore,vegetative,,,
505,12/5/17,172 5120,,10/4/17,,,,WA,11,2,,M,GOT,10-3,NC,NC,#VALUE!,,JC,FW,FW,,,,spore,vegetative,,,
507,12/5/17,172 5121,,10/4/17,,,,WA,11,2,,M,GOT,10-4,22,186,208,,JC,FW,FW,,,,spore,vegetative,,,
509,12/5/17,172 5122,,10/4/17,,,,WA,11,2,,M,GOT,10-5,39,47,86,,JC,FW,FW,,,,spore,vegetative,,,
511,12/5/17,172 5123,,10/4/17,,,,WA,11,3,,M,GOT,10-3,NC,NC,#VALUE!,,JC,FW,FW,,,,spore,vegetative,,,
513,12/5/17,172 5124,,10/4/17,,,,WA,11,3,,M,GOT,10-4,13,97,110,,JC,FW,FW,,,,spore,vegetative,,,
515,12/5/17,172 5125,,10/4/17,,,,WA,11,3,,M,GOT,10-5,170,68,238,,JC,FW,FW,,,,spore,vegetative,,,
517,12/5/17,175 5388,,10/4/17,,,,WA,11,4,,M,GOT,10-3,NC,NC,#VALUE!,,TY,FW,FW,,,,spore,vegetative,,,contaminated
519,12/5/17,175 5389,,10/4/17,,,,WA,11,4,,M,GOT,10-4,59,561,620,,TY,FW,FW,,,,spore,vegetative,,,contaminated
521,12/5/17,175 5390,,10/4/17,,,,WA,11,4,,M,GOT,10-5,122,98,220,,TY,FW,FW,,,,spore,vegetative,,,
523,12/5/17,175 5391,,10/4/17,,,,WA,11,5,,M,GOT,10-3,NC,NC,#VALUE!,,TY,FW,FW,,,,spore,vegetative,,,
525,12/5/17,175 5392,,10/4/17,,,,WA,11,5,,M,GOT,10-4,200,188,388,,TY,FW,FW,,,,spore,vegetative,,,contaminated
527,12/5/17,175 5393,,10/4/17,,,,WA,11,5,,M,GOT,10-5,88,101,189,,TY,FW,FW,,,,spore,vegetative,,,contaminated
529,12/5/17,175 5394,,10/4/17,,,,WA,11,6,,M,GOT,10-3,764,123,887,,TY,FW,FW,,,,spore,vegetative,,,contaminated
531,12/5/17,175 5395,,10/4/17,,,,WA,11,6,,M,GOT,10-4,687,87,774,,TY,FW,FW,,,,spore,vegetative,,,contaminated
533,12/5/17,175 5396,,10/4/17,,,,WA,11,6,,M,GOT,10-5,126,15,141,,TY,FW,FW,,,,spore,vegetative,,,contaminated
535,2/20/18,175 5331,,10/4/17,,,,,11,1,,F,GOT,10-3,84,237,321,,TY,FW,FW,,,,spore,vegetative,,,contaminated
537,2/20/18,175 5332,,10/4/17,,,,,11,1,,F,GOT,10-4,2,88,90,,TY,FW,FW,,,,spore,vegetative,,,
539,2/20/18,175 5334,,10/4/17,,,,,11,1,,F,GOT,10-5,0,3,3,,TY,FW,FW,,,,spore,vegetative,,,contaminated
541,2/20/18,175 5335,,10/4/17,,,,,11,2,,F,GOT,10-3,NC,NC,#VALUE!,,TY,FW,FW,,,,spore,vegetative,,,contaminated
543,2/20/18,175 5336,,10/4/17,,,,,11,2,,F,GOT,10-4,NC,NC,#VALUE!,,TY,FW,FW,,,,spore,vegetative,,,contaminated
545,2/20/18,175 5337,,10/4/17,,,,,11,2,,F,GOT,10-5,NC,NC,#VALUE!,,TY,FW,FW,,,,spore,vegetative,,,contaminated
547,2/20/18,175 5338,,10/4/17,,,,,11,3,,F,GOT,10-3,0,9,9,,TY,FW,FW,,,,spore,vegetative,,,contaminated
549,2/20/18,175 5339,,10/4/17,,,,,11,3,,F,GOT,10-4,NC,NC,#VALUE!,,TY,FW,FW,,,,spore,vegetative,,,contaminated
551,2/20/18,175 5340,,10/4/17,,,,,11,3,,F,GOT,10-5,NC,NC,#VALUE!,,TY,FW,FW,,,,spore,vegetative,,,contaminated
553,2/22/18,176 5456,,10/4/17,,,,,11,4,,F,GOT,10-3,13,372,385,,FW,KL,FW,,,,spore,vegetative,,,contaminated
555,2/22/18,176 5457,,10/4/17,,,,,11,4,,F,GOT,10-4,NC,NC,#VALUE!,,FW,KL,FW,,,,spore,vegetative,,,contaminated
557,2/22/18,176 5458,,10/4/17,,,,,11,4,,F,GOT,10-5,NC,NC,#VALUE!,,FW,KL,FW,,,,spore,vegetative,,,contaminated
559,2/22/18,176 5459,,10/4/17,,,,,11,5,,F,GOT,10-3,NC,NC,#VALUE!,,FW,KL,FW,,,,spore,vegetative,,,contaminated
561,2/22/18,176 5460,,10/4/17,,,,,11,5,,F,GOT,10-4,743,623,1366,,FW,KL,FW,,,,spore,vegetative,,,
563,2/22/18,176 5461,,10/4/17,,,,,11,5,,F,GOT,10-5,90,61,151,,FW,KL,FW,,,,spore,vegetative,,,contaminated
565,2/22/18,176 5462,,10/4/17,,,,,11,6,,F,GOT,10-3,29,733,762,,FW,KL,FW,,,,spore,vegetative,,,
567,2/22/18,176 5463,,10/4/17,,,,,11,6,,F,GOT,10-4,6,100,106,,FW,KL,FW,,,,spore,vegetative,,,
569,2/22/18,176 5464,,10/4/17,,,,,11,6,,F,GOT,10-5,0,0,0,,FW,KL,FW,,,,spore,vegetative,,,
571,2/20/18,175 5341,,10/4/17,,,,,11,1,,M,GOT,10-3,0,0,0,,KC,CK,FW,,,,spore,vegetative,,,contaminated
573,2/20/18,175 5342,,10/4/17,,,,,11,1,,M,GOT,10-4,15,0,15,,KC,CK,FW,,,,spore,vegetative,,,contaminated
575,2/20/18,175 5343,,10/4/17,,,,,11,1,,M,GOT,10-5,0,0,0,,KC,CK,FW,,,,spore,vegetative,,,contaminated
577,2/20/18,175 5344,,10/4/17,,,,,11,2,,M,GOT,10-3,0,0,0,,KC,CK,FW,,,,spore,vegetative,,,contaminated
579,2/20/18,175 5345,,10/4/17,,,,,11,2,,M,GOT,10-4,0,0,0,,KC,CK,FW,,,,spore,vegetative,,,contaminated
581,2/20/18,175 5346,,10/4/17,,,,,11,2,,M,GOT,10-5,0,6,6,,KC,CK,FW,,,,spore,vegetative,,,contaminated
583,2/20/18,175 5347,,10/4/17,,,,,11,3,,M,GOT,10-3,0,0,0,,KC,CK,FW,,,,spore,vegetative,,,contaminated
585,2/20/18,175 5348,,10/4/17,,,,,11,3,,M,GOT,10-4,0,0,0,,KC,CK,FW,,,,spore,vegetative,,,contaminated
587,2/20/18,175 5349,,10/4/17,,,,,11,3,,M,GOT,10-5,0,0,0,,KC,CK,FW,,,,spore,vegetative,,,
589,12/5/17,172 5126,,10/4/17,,,,,11,4,,M,GOT,10-3,2,0,2,,CK,CK,FW,,,,spore,vegetative,,,contaminated
591,12/5/17,172 5127,,10/4/17,,,,,11,4,,M,GOT,10-4,4,0,4,,JC,CK,FW,,,,spore,vegetative,,,
593,12/5/17,172 5128,,10/4/17,,,,,11,4,,M,GOT,10-5,16,0,16,,JC,CK,FW,,,,spore,vegetative,,,
595,12/5/17,172 5129,,10/4/17,,,,,11,5,,M,GOT,10-3,0,0,0,,CK,CK,FW,,,,spore,vegetative,,,contaminated
597,12/5/17,172 5132,,10/4/17,,,,,11,5,,M,GOT,10-4,30,9,39,,JC,CK,FW,,,,spore,vegetative,,,contaminated
599,12/5/17,172 5133,,10/4/17,,,,,11,5,,M,GOT,10-5,1,0,1,,JC,CK,FW,,,,spore,vegetative,,,
601,12/5/17,172 5134,,10/4/17,,,,,11,6,,M,GOT,10-3,13,653,666,,JC,CK,FW,,,,spore,vegetative,,,contaminated
603,12/5/17,172 5136,,10/4/17,,,,,11,6,,M,GOT,10-4,14,0,14,,CK,CK,FW,,,,spore,vegetative,,,contaminated
605,12/5/17,172 5138,,10/4/17,,,,,11,6,,M,GOT,10-5,0,0,0,,CK,CK,FW,,,,spore,vegetative,,,
607,2/20/18,175 5369,,10/4/17,,,,JS ,11,1,,F,GOT,10-2,111,0,111,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
609,2/20/18,175 5370,,10/4/17,,,,JS ,11,1,,F,GOT,10-3,4,8,12,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
611,2/20/18,175 5371,,10/4/17,,,,JS ,11,1,,F,GOT,10-4,0,19,19,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
613,2/20/18,175 5372,,10/4/17,,,,JS ,11,2,,F,GOT,10-2,N/C,N/C,#VALUE!,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
615,2/20/18,175 5374,,10/4/17,,,,JS ,11,2,,F,GOT,10-3,N/C,N/C,#VALUE!,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
617,2/20/18,175 5375,,10/4/17,,,,JS ,11,2,,F,GOT,10-4,412,0,412,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
619,2/20/18,175 5376,,10/4/17,,,,JS ,11,3,,F,GOT,10-2,N/C,N/C,#VALUE!,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
621,2/20/18,175 5377,,10/4/17,,,,JS ,11,3,,F,GOT,10-3,N/C,N/C,#VALUE!,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
623,2/20/18,175 5378,,10/4/17,,,,JS ,11,3,,F,GOT,10-4,N/C,N/C,#VALUE!,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
625,12/5/17,172 5097,,10/4/17,,,,JS ,11,4,,F,GOT,10-2,58,1034,1092,,,FW,KL,,,,spore,vegetative,,,
627,12/5/17,172 5098,,10/4/17,,,,JS ,11,4,,F,GOT,10-3,2,0,2,,,FW,KL,,,,spore,vegetative,,,
629,12/5/17,172 5099,,10/4/17,,,,JS ,11,4,,F,GOT,10-4,0,0,0,,,FW,KL,,,,spore,vegetative,,,
