,Photo Date,Photo ID ,Photographed By,Date Plated,Plated By,"Date of Trial
631,12/5/17,172 5100,,10/4/17,,,,JS ,11,5,,F,GOT,10-2,9,539,548,,,FW,KL,,,,spore,vegetative,,,
633,12/5/17,172 5101,,10/4/17,,,,JS ,11,5,,F,GOT,10-3,0,0,0,,,FW,KL,,,,spore,vegetative,,,
635,12/5/17,172 5102,,10/4/17,,,,JS ,11,5,,F,GOT,10-4,0,0,0,,,FW,KL,,,,spore,vegetative,,,
637,12/5/17,172 5103,,10/4/17,,,,JS ,11,6,,F,GOT,10-2,153,0,153,,,FW,KL,,,,spore,vegetative,,,
639,12/5/17,172 5104,,10/4/17,,,,JS ,11,6,,F,GOT,10-3,0,2,2,,,FW,KL,,,,spore,vegetative,,,
641,12/5/17,172 5105,,10/4/17,,,,JS ,11,6,,F,GOT,10-4,0,0,0,,,FW,KL,,,,spore,vegetative,,,
643,2/15/18,174 5238,,10/4/17,,,,JS ,11,1,,M,GOT,10-2,0,0,0,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
645,2/15/18,174 5239,,10/4/17,,,,JS ,11,1,,M,GOT,10-3,0,0,0,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
647,2/15/18,174 5240,,10/4/17,,,,JS ,11,1,,M,GOT,10-4,0,0,0,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
649,2/15/18,174 5241,,10/4/17,,,,JS ,11,2,,M,GOT,10-2,982,0,982,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
651,2/15/18,174 5242,,10/4/17,,,,JS ,11,2,,M,GOT,10-3,5,0,5,,TY,FW,KL,,,,spore,vegetative,,,CONTAMINATED
653,2/15/18,174 5243,,10/4/17,,,,JS ,11,2,,M,GOT,10-4,0,0,0,,TY,FW,KL,,,,spore,vegetative,,,
655,2/15/18,174 5234,,10/4/17,,,,JS ,11,3,,M,GOT,10-2,781,12,793,,TY,FW,KL,,,,spore,vegetative,,,
657,2/15/18,174 5235,,10/4/17,,,,JS ,11,3,,M,GOT,10-3,84,8,92,,TY,FW,KL,,,,spore,vegetative,,,
659,2/15/18,174 5236,,10/4/17,,,,JS ,11,3,,M,GOT,10-4,0,0,0,,TY,FW,KL,,,,spore,vegetative,,,
661,2/15/18,174 5216,,10/4/17,,,,JS ,11,4,,M,GOT,10-2,n/c,n/c,#VALUE!,,CK,FW,KL,,,,spore,vegetative,,,
663,2/15/18,174 5217,,10/4/17,,,,JS ,11,4,,M,GOT,10-3,13,717,730,,CK,FW,KL,,,,spore,vegetative,,,
665,2/15/18,174 5218,,10/4/17,,,,JS ,11,4,,M,GOT,10-4,0,86,86,,CK,FW,KL,,,,spore,vegetative,,,
667,2/15/18,174 5219,,10/4/17,,,,JS ,11,5,,M,GOT,10-2,144,0,144,,CK,FW,KL,,,,spore,vegetative,,,CONTAMINATED
669,2/15/18,174 5220,,10/4/17,,,,JS ,11,5,,M,GOT,10-3,0,0,0,,CK,FW,KL,,,,spore,vegetative,,,CONTAMINATED
671,2/15/18,174 5221,,10/4/17,,,,JS ,11,5,,M,GOT,10-4,0,0,0,,CK,FW,KL,,,,spore,vegetative,,,
673,2/15/18,174 5222,,10/4/17,,,,JS ,11,6,,M,GOT,10-2,0,0,0,,CK,FW,KL,,,,spore,vegetative,,,CONTAMINATED
675,2/15/18,174 5223,,10/4/17,,,,JS ,11,6,,M,GOT,10-3,0,0,0,,CK,FW,KL,,,,spore,vegetative,,,CONTAMINATED
677,2/15/18,174 5224,,10/4/17,,,,JS ,11,6,,M,GOT,10-4,0,0,0,,CK,FW,KL,,,,spore,vegetative,,,CONTAMINATED
679,12/5/17,172 5106,,10/26/17,KL,,,MY,11,1,,F,GOT,10-2,294,N/C,#VALUE!,,HP,CK,KL,,,,spore,vegetative,,,CONTAMINATED
681,12/5/17,172 5108,,10/26/17,KL,,,MY,11,1,,F,GOT,10-3,147,126,273,,HP,CK,KL,,,,spore,vegetative,,,CONTAMINATED
683,12/5/17,172 5109,,10/26/17,KL,,,MY,11,1,,F,GOT,10-4,20,9,29,,HP,CK,KL,,,,spore,vegetative,,,CONTAMINATED
685,12/5/17,172 5112,,10/26/17,KL,,,MY,11,2,,F,GOT,10-2,47,N/C,#VALUE!,,HP,CK,KL,,,,spore,vegetative,,,
687,12/5/17,172 5111,,10/26/17,KL,,,MY,11,2,,F,GOT,10-3,66,N/C,#VALUE!,,HP,CK,KL,,,,spore,vegetative,,,
689,12/5/17,172 5110,,10/26/17,KL,,,MY,11,2,,F,GOT,10-4,7,181,188,,HP,CK,KL,,,,spore,vegetative,,,
691,12/5/17,172 5113,,10/26/17,KL,,,MY,11,3,,F,GOT,10-2,233,546,779,,CK,CK,KL,,,,spore,vegetative,,,CONTAMINATED
693,12/5/17,172 5115,,10/26/17,KL,,,MY,11,3,,F,GOT,10-3,0,6,6,,CK,CK,KL,,,,spore,vegetative,,,CONTAMINATED
695,12/5/17,172 5116,,10/26/17,KL,,,MY,11,3,,F,GOT,10-4,0,0,0,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED
697,12/5/17,172 5139,,10/4/17,KL,,,MY,11,4,,F,GOT,10-2,N/C,N/C,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
699,12/5/17,172 5140,,10/4/17,KL,,,MY,11,4,,F,GOT,10-3,N/C,N/C,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
701,12/5/17,172 5141,,10/4/17,KL,,,MY,11,4,,F,GOT,10-4,N/C,N/C,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
703,12/5/17,172 5142,,10/4/17,KL,,,MY,11,5,,F,GOT,10-2,N/C,N/C,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
705,12/5/17,172 5153,,10/4/17,KL,,,MY,11,5,,F,GOT,10-3,495,0,495,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
707,12/5/17,172 5144,,10/4/17,KL,,,MY,11,5,,F,GOT,10-4,60,0,60,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
709,12/5/17,172 5147,,10/4/17,KL,,,MY,11,6,,F,GOT,10-2,N/C,N/C,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
711,12/5/17,172 5148,,10/4/17,KL,,,MY,11,6,,F,GOT,10-3,N/C,N/C,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
713,12/5/17,172 5150,,10/4/17,KL,,,MY,11,6,,F,GOT,10-4,N/C,N/C,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,CONTAMINATED/LAWN
715,1/30/18,173 5187,,10/4/17,,,,MY,11,1,,M,GOT,10-2,NC,NC,#VALUE!,,BH,CK,KL,,,,spore,vegetative,,,
717,1/30/18,173 5188,,10/4/17,,,,MY,11,1,,M,GOT,10-3,37,570,607,,MR,CK,FW,,,,spore,vegetative,,,"contaminated, lawn"
719,1/30/18,173 5189,,10/4/17,,,,MY,11,1,,M,GOT,10-4,43,116,159,,MR,CK,FW,,,,spore,vegetative,,,
721,1/30/18,173 5180,,10/4/17,,,,MY,11,2,,M,GOT,10-2,5,0,5,,MR,CK,FW,,,,spore,vegetative,,,
723,1/30/18,173 5191,,10/4/17,,,,MY,11,2,,M,GOT,10-3,19,42,61,,MR,CK,FW,,,,spore,vegetative,,,
725,1/30/18,173 5192,,10/4/17,,,,MY,11,2,,M,GOT,10-4,183,83,266,,MR,CK,FW,,,,spore,vegetative,,,
727,1/30/18,173 5193,,10/4/17,,,,MY,11,3,,M,GOT,10-2,NC,NC,#VALUE!,,MR,CK,FW,,,,spore,vegetative,,,lawn
729,1/30/18,173 5194,,10/4/17,,,,MY,11,3,,M,GOT,10-3,38,128,166,,MR,CK,FW,,,,spore,vegetative,,,
731,1/30/18,173 5195,,10/4/17,,,,MY,11,3,,M,GOT,10-4,73,209,282,,MR,CK,FW,,,,spore,vegetative,,,
733,2/20/18,175 5360,,10/4/17,,,,MY,11,4,,M,GOT,10-2,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
735,2/20/18,175 5361,,10/4/17,,,,MY,11,4,,M,GOT,10-3,635,629,1264,,CK,FW,FW,,,,spore,vegetative,,,
737,2/20/18,175 5362,,10/4/17,,,,MY,11,4,,M,GOT,10-4,91,74,165,,CK,FW,FW,,,,spore,vegetative,,,
739,2/20/18,175 5363,,10/4/17,,,,MY,11,5,,M,GOT,10-2,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
741,2/20/18,175 5364,,10/4/17,,,,MY,11,5,,M,GOT,10-3,6,83,89,,CK,FW,FW,,,,spore,vegetative,,,contaminated
743,2/20/18,175 5365,,10/4/17,,,,MY,11,5,,M,GOT,10-4,3,27,30,,CK,FW,FW,,,,spore,vegetative,,,contaminated
745,2/20/18,175 5366,,10/4/17,,,,MY,11,6,,M,GOT,10-2,NC,NC,#VALUE!,,CK,FW,FW,,,,spore,vegetative,,,contaminated
747,2/20/18,175 5367,,10/4/17,,,,MY,11,6,,M,GOT,10-3,63,238,301,,CK,FW,FW,,,,spore,vegetative,,,contaminated
749,2/20/18,175 5368,,11/6/17,BH,,,MY,11,6,,M,GOT,10-4,81,145,226,,CK,FW,FW,,,,spore,vegetative,,,contaminated
751,2/20/18,175 5415,,11/6/17,BH,,,WE,11,1,,,C,10-2,NC,NC,#VALUE!,,KL,FW,FW,,,,spore,vegetative,,,lawn
753,2/20/18,175 5416,,11/6/17,BH,,,WE,11,1,,,C,10-3,1030,570,1600,,KL,FW,FW,,,,spore,vegetative,,,
755,2/20/18,175 5417,,11/6/17,BH,,,WE,11,1,,,C,10-4,246,188,434,,KL,FW,FW,,,,spore,vegetative,,,
757,2/20/18,175 5418,,11/6/17,BH,,,WE,11,2,,,C,10-2,NC,NC,#VALUE!,,KL,FW,FW,,,,spore,vegetative,,,lawn
759,2/20/18,175 5419,,11/6/17,BH,,,WE,11,2,,,C,10-3,1131,625,1756,,KL,FW,FW,,,,spore,vegetative,,,
761,2/20/18,175 5420,,11/6/17,BH,,,WE,11,2,,,C,10-4,0,0,0,,KL,FW,FW,,,,spore,vegetative,,,
763,2/20/18,175 5421,,11/6/17,BH,,,WE,11,3,,,C,10-2,NC,NC,#VALUE!,,KL,FW,FW,,,,spore,vegetative,,,lawn
765,2/20/18,175 5422,,11/6/17,BH,,,WE,11,3,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
767,2/20/18,175 5423,,11/6/17,BH,,,WE,11,3,,,C,10-4,234,143,377,,KL,FW,FW,,,,spore,vegetative,,,
769,2/20/18,175 5424,,11/6/17,BH,,,WE,11,4,,,C,10-2,NC,NC,#VALUE!,,KL,FW,FW,,,,spore,vegetative,,,lawn
771,2/20/18,175 5425,,11/6/17,BH,,,WE,11,4,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
773,2/20/18,175 5426,,11/6/17,BH,,,WE,11,4,,,C,10-4,183,109,292,,KL,FW,FW,,,,spore,vegetative,,,
775,,,,,,,,WE,11,5,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
777,,,,,,,,WE,11,5,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
779,,,,,,,,WE,11,5,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
781,,,,,,,,WE,11,6,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
783,,,,,,,,WE,11,6,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
785,,,,,,,,WE,11,6,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
787,,,,,,,,WE,11,7,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
789,,,,,,,,WE,11,7,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
791,,,,,,,,WE,11,7,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
793,,,,,,,,WE,11,8,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
795,,,,,,,,WE,11,8,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
797,,,,,,,,WE,11,8,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
799,1/20/18,173 5151,,11/6/17,SC,,,WA,11,1,,,C,10-2,NC,NC,#VALUE!,,MR,CK,FW,,,,spore,vegetative,,,"lawn, contaminated"
801,1/20/18,173 5152,,11/6/17,SC,,,WA,11,1,,,C,10-3,NC,NC,#VALUE!,,MR,CK,FW,,,,spore,vegetative,,,"lawn, contaminated"
803,1/20/18,173 5153,,11/6/17,SC,,,WA,11,1,,,C,10-4,134,565,699,,MR,CK,FW,,,,spore,vegetative,,,
805,1/20/18,173 5154,,11/6/17,SC,,,WA,11,2,,,C,10-2,NC,NC,#VALUE!,,MR,CK,FW,,,,spore,vegetative,,,"lawn, contamined"
807,1/20/18,173 5155,,11/6/17,SC,,,WA,11,2,,,C,10-3,NC,NC,#VALUE!,,MR,CK,FW,,,,spore,vegetative,,,red/green lawn
809,1/20/18,173 5156,,11/6/17,SC,,,WA,11,2,,,C,10-4,133,479,612,,MR,CK,FW,,,,spore,vegetative,,,
811,1/20/18,173 5157,,11/6/17,SC,,,WA,11,3,,,C,10-2,NC,NC,#VALUE!,,MR,CK,FW,,,,spore,vegetative,,,red/green lawn
813,1/20/18,173 5158,,11/6/17,SC,,,WA,11,3,,,C,10-3,203,937,1140,,MR,CK,FW,,,,spore,vegetative,,,
815,1/20/18,173 5159,,11/6/17,SC,,,WA,11,3,,,C,10-4,109,174,283,,MR,CK,FW,,,,spore,vegetative,,,
817,1/20/18,173 5160,,11/6/17,SC,,,WA,11,4,,,C,10-2,NC,NC,#VALUE!,,MR,CK,FW,,,,spore,vegetative,,,red/green lawn
819,1/20/18,173 5161,,11/6/17,SC,,,WA,11,4,,,C,10-3,170,477,647,,MR,CK,FW,,,,spore,vegetative,,,
821,1/20/18,173 5162,,11/6/17,SC,,,WA,11,4,,,C,10-4,186,151,337,,MR,CK,FW,,,,spore,vegetative,,,
823,,,,,,,,WA,11,5,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
825,,,,,,,,WA,11,5,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
827,,,,,,,,WA,11,5,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
829,,,,,,,,WA,11,6,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
831,,,,,,,,WA,11,6,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
833,,,,,,,,WA,11,6,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
835,,,,,,,,WA,11,7,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
837,,,,,,,,WA,11,7,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
839,,,,,,,,WA,11,7,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
841,,,,,,,,WA,11,8,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
843,,,,,,,,WA,11,8,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
845,,,,,,,,WA,11,8,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
847,1/30/18,173 5175,,11/6/17,SC,,,,11,1,,,C,10-2,NC,NC,#VALUE!,,MR,FW,FW,,,,spore,vegetative,,,contaminated
849,1/30/18,173 5176,,11/6/17,SC,,,,11,1,,,C,10-3,106,0,106,,MR,FW,FW,,,,spore,vegetative,,,
851,1/30/18,173 5177,,11/6/17,SC,,,,11,1,,,C,10-4,36,561,597,,MR,FW,FW,,,,spore,vegetative,,,
853,1/30/18,173 5178,,11/6/17,SC,,,,11,2,,,C,10-2,NC,NC,#VALUE!,,MR,FW,FW,,,,spore,vegetative,,,contaminated
855,1/30/18,173 5179,,11/6/17,SC,,,,11,2,,,C,10-3,107,1228,1335,,MR,FW,FW,,,,spore,vegetative,,,contaminated
857,1/30/18,173 5180,,11/6/17,SC,,,,11,2,,,C,10-4,79,517,596,,MR,FW,FW,,,,spore,vegetative,,,contaminated
859,1/30/18,173 5181,,11/6/17,SC,,,,11,3,,,C,10-2,NC,NC,#VALUE!,,MR,FW,FW,,,,spore,vegetative,,,contaminated
861,1/30/18,173 5182,,11/6/17,SC,,,,11,3,,,C,10-3,148,841,989,,MR,FW,FW,,,,spore,vegetative,,,contaminated
863,1/30/18,173 5183,,11/6/17,SC,,,,11,3,,,C,10-4,71,620,691,,MR,FW,FW,,,,spore,vegetative,,,
865,1/30/18,173 5184,,11/6/17,SC,,,,11,4,,,C,10-2,NC,NC,#VALUE!,,MR,FW,FW,,,,spore,vegetative,,,contaminated
867,1/30/18,173 5185,,11/6/17,SC,,,,11,4,,,C,10-3,98,848,946,,MR,FW,FW,,,,spore,vegetative,,,contaminated
869,1/30/18,173 5186,,11/6/17,SC,,,,11,4,,,C,10-4,78,667,745,,MR,FW,FW,,,,spore,vegetative,,,contaminated
871,,,,,,,,,11,5,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
873,,,,,,,,,11,5,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
875,,,,,,,,,11,5,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
877,,,,,,,,,11,6,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
879,,,,,,,,,11,6,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
881,,,,,,,,,11,6,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
883,,,,,,,,,11,7,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
885,,,,,,,,,11,7,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
887,,,,,,,,,11,7,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
889,,,,,,,,,11,8,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
891,,,,,,,,,11,8,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
893,,,,,,,,,11,8,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
895,1/30/18,173 5163,,11/6/17,JSC,,,JS,11,1,,,C,10-2,NC,NC,#VALUE!,,,FW,FW,,,,spore,vegetative,,,
897,1/30/18,173 5164,,11/6/17,JSC,,,JS,11,1,,,C,10-3,798,394,1192,,BH,FW,FW,,,,spore,vegetative,,,
899,1/30/18,173 5165,,11/6/17,JSC,,,JS,11,1,,,C,10-4,278,56,334,,BH,FW,FW,,,,spore,vegetative,,,
901,1/30/18,173 5166,,11/6/17,JSC,,,JS,11,2,,,C,10-2,NC,NC,#VALUE!,,,FW,FW,,,,spore,vegetative,,,green lawn
903,1/30/18,173 5167,,11/6/17,JSC,,,JS,11,2,,,C,10-3,936,438,1374,,BH,FW,FW,,,,spore,vegetative,,,
905,1/30/18,173 5168,,11/6/17,JSC,,,JS,11,2,,,C,10-4,322,78,400,,BH,FW,FW,,,,spore,vegetative,,,
907,1/30/18,173 5169,,11/6/17,JSC,,,JS,11,3,,,C,10-2,NC,NC,#VALUE!,,,FW,FW,,,,spore,vegetative,,,red/green lawn
909,1/30/18,173 5170,,11/6/17,JSC,,,JS,11,3,,,C,10-3,845,296,1141,,BH,FW,FW,,,,spore,vegetative,,,
911,1/30/18,173 5171,,11/6/17,JSC,,,JS,11,3,,,C,10-4,285,58,343,,BH,FW,FW,,,,spore,vegetative,,,
913,1/30/18,173 5172,,11/6/17,JSC,,,JS,11,4,,,C,10-2,NC,NC,#VALUE!,,,FW,FW,,,,spore,vegetative,,,red/green lawn
915,1/30/18,173 5173,,11/6/17,JSC,,,JS,11,4,,,C,10-3,1004,364,1368,,BH,FW,FW,,,,spore,vegetative,,,
917,1/30/18,173 5174,,11/6/17,JSC,,,JS,11,4,,,C,10-4,196,47,243,,BH,FW,FW,,,,spore,vegetative,,,
919,,,,,,,,JS,11,5,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
921,,,,,,,,JS,11,5,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
923,,,,,,,,JS,11,5,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
925,,,,,,,,JS,11,6,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
927,,,,,,,,JS,11,6,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
929,,,,,,,,JS,11,6,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
931,,,,,,,,JS,11,7,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
933,,,,,,,,JS,11,7,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
935,,,,,,,,JS,11,7,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
937,,,,,,,,JS,11,8,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
939,,,,,,,,JS,11,8,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
941,,,,,,,,JS,11,8,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
943,2/20/18,175 5427,,11/6/17,BH,,,MY,11,1,,,C,10-2,NC,NC,#VALUE!,,KL,FW,FW,,,,spore,vegetative,,,lawn
945,2/20/18,175 5428,,11/6/17,BH,,,MY,11,1,,,C,10-3,1957,459,2416,,KL,FW,FW,,,,spore,vegetative,,,
947,2/20/18,175 5429,,11/6/17,BH,,,MY,11,1,,,C,10-4,197,17,214,,KL,FW,FW,,,,spore,vegetative,,,
949,2/20/18,175 5430,,11/6/17,BH,,,MY,11,2,,,C,10-2,NC,NC,#VALUE!,,KL,FW,FW,,,,spore,vegetative,,,
951,2/20/18,175 5431,,11/6/17,BH,,,MY,11,2,,,C,10-3,1670,305,1975,,KL,FW,FW,,,,spore,vegetative,,,
953,2/20/18,175 5432,,11/6/17,BH,,,MY,11,2,,,C,10-4,NC,NC,#VALUE!,,,KL,FW,,,,spore,vegetative,,,red lawn
955,2/20/18,175 5433,,11/6/17,BH,,,MY,11,3,,,C,10-2,934,254,1188,,,KL,FW,,,,spore,vegetative,,,
957,2/20/18,175 5434,,11/6/17,BH,,,MY,11,3,,,C,10-3,253,8,261,,,KL,FW,,,,spore,vegetative,,,
959,2/20/18,175 5435,,11/6/17,BH,,,MY,11,3,,,C,10-4,0,1146,1146,,,KL,FW,,,,spore,vegetative,,,
961,2/20/18,175 5436,,11/6/17,BH,,,MY,11,4,,,C,10-2,1794,349,2143,,,KL,FW,,,,spore,vegetative,,,
963,2/20/18,175 5437,,11/6/17,BH,,,MY,11,4,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
965,2/20/18,175 5438,,11/6/17,BH,,,MY,11,4,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
967,,,,,,,,MY,11,5,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
969,,,,,,,,MY,11,5,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
971,,,,,,,,MY,11,5,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
973,,,,,,,,MY,11,6,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
975,,,,,,,,MY,11,6,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
977,,,,,,,,MY,11,6,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
979,,,,,,,,MY,11,7,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
981,,,,,,,,MY,11,7,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
983,,,,,,,,MY,11,7,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
985,,,,,,,,MY,11,8,,,C,10-2,nan,nan,0,,,,,,,,spore,vegetative,,,
987,,,,,,,,MY,11,8,,,C,10-3,nan,nan,0,,,,,,,,spore,vegetative,,,
989,,,,,,,,MY,11,8,,,C,10-4,nan,nan,0,,,,,,,,spore,vegetative,,,
